Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
string,integer,string,string,ra,dec,integer,float,float,float,float,float,string,float,integer,string,float,real,float,float,float,float,float,float,integer,float,float,float,float,float,float,float,float,float,string,string,datetime
Kepler-194 b,10600261,K00597.02,Kepler-194 b,19 27 53.145,+47 51 51.01,1510,1.460,2.360,2.092,0.430,85.940,Pinsonneault,6.200,,Mandel and Agol (2002 ApJ 580 171),133.060,188.0,0.033,0.013,4.200e-4,2.500,1.053,1.040,6107,4.430,14.915,15.369,14.872,14.721,14.630,13.780,13.450,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-194 c,10600261,K00597.01,Kepler-194 c,19 27 53.145,+47 51 51.01,752,2.650,5.012,17.307,0.340,89.380,Pinsonneault,25.500,,Mandel and Agol (2002 ApJ 580 171),176.982,640.0,0.133,0.023,5.600e-4,2.500,1.053,1.040,6107,4.430,14.915,15.369,14.872,14.721,14.630,13.780,13.450,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-194 d,10600261,K00597.03,Kepler-194 d,19 27 53.145,+47 51 51.01,518,2.430,7.277,52.815,0.330,89.380,Pinsonneault,54.000,,Mandel and Agol (2002 ApJ 580 171),164.906,540.0,0.280,0.021,7.000e-4,2.500,1.053,1.040,6107,4.430,14.915,15.369,14.872,14.721,14.630,13.780,13.450,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-195 b,10656823,K00598.01,Kepler-195 b,19 12 29.033,+47 58 00.02,730,2.410,3.444,8.308,0.890,84.800,Pinsonneault,9.600,,Mandel and Agol (2002 ApJ 580 171),171.172,743.0,0.076,0.030,5.300e-4,0.700,0.843,0.740,5296,4.620,14.813,15.434,14.750,14.546,14.466,13.531,13.055,12.959,YES,2014-02-26,2013-12-19 00:00:00
Kepler-195 c,10656823,K00598.02,Kepler-195 c,19 12 29.033,+47 58 00.02,456,1.850,4.403,34.096,0.935,87.660,Pinsonneault,24.600,,Mandel and Agol (2002 ApJ 580 171),153.822,390.0,0.195,0.023,9.400e-4,0.700,0.843,0.740,5296,4.620,14.813,15.434,14.750,14.546,14.466,13.531,13.055,12.959,YES,2014-02-26,2013-12-19 00:00:00
Kepler-196 b,6587002,K00612.01,Kepler-196 b,18 59 52.441,+42 04 45.12,569,2.100,3.082,20.740,0.640,89.380,Pinsonneault,41.000,,Mandel and Agol (2002 ApJ 580 171),173.217,610.0,0.136,0.024,0.003,14.000,0.783,0.830,5231,4.500,14.157,14.824,14.082,13.871,13.770,12.752,12.300,12.235,YES,2014-02-26,2014-06-10 00:00:00
Kepler-196 c,6587002,K00612.02,Kepler-196 c,18 59 52.441,+42 04 45.12,432,2.300,5.060,47.427,0.250,89.950,Pinsonneault,71.000,,Mandel and Agol (2002 ApJ 580 171),216.561,833.0,0.236,0.026,0.003,14.000,0.783,0.830,5231,4.500,14.157,14.824,14.082,13.871,13.770,12.752,12.300,12.235,YES,2014-02-26,2014-06-10 00:00:00
Kepler-197 b,12068975,K00623.03,Kepler-197 b,19 40 54.346,+50 33 32.32,1157,1.180,3.841,5.599,0.842,82.510,SPC,6.260,,Mandel and Agol (2002 ApJ 580 171),171.471,80.0,0.059,0.009,1.500e-4,11.700,0.864,1.180,5877,4.230,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-197 c,12068975,K00623.01,Kepler-197 c,19 40 54.346,+50 33 32.32,942,1.400,4.312,10.350,0.872,84.800,SPC,9.430,,Mandel and Agol (2002 ApJ 580 171),174.066,109.0,0.089,0.011,1.800e-4,11.700,0.864,1.180,5877,4.230,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-197 d,12068975,K00623.02,Kepler-197 d,19 40 54.346,+50 33 32.32,822,1.360,5.409,15.678,0.841,85.940,SPC,12.430,,Mandel and Agol (2002 ApJ 580 171),179.470,107.0,0.117,0.011,1.800e-4,11.700,0.864,1.180,5877,4.230,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-197 e,12068975,K00623.04,Kepler-197 e,19 40 54.346,+50 33 32.32,703,1.120,6.469,25.210,0.831,87.090,SPC,17.070,,Mandel and Agol (2002 ApJ 580 171),154.416,73.0,0.160,0.009,2.500e-4,11.700,0.864,1.180,5877,4.230,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-198 b,3541946,K00624.01,Kepler-198 b,19 22 41.550,+38 41 27.64,643,2.370,4.458,17.790,0.050,89.950,Pinsonneault,31.200,,Mandel and Agol (2002 ApJ 580 171),182.445,788.0,0.131,0.026,4.100e-4,0.400,0.958,0.850,5725,4.560,13.597,14.081,13.543,13.390,13.346,12.421,12.067,12.027,YES,2014-02-26,2013-12-19 00:00:00
Kepler-198 c,3541946,K00624.02,Kepler-198 c,19 22 41.550,+38 41 27.64,457,2.630,3.749,49.567,0.826,89.380,Pinsonneault,62.000,,Mandel and Agol (2002 ApJ 580 171),169.547,756.0,0.260,0.028,6.400e-4,0.400,0.958,0.850,5725,4.560,13.597,14.081,13.543,13.390,13.346,12.421,12.067,12.027,YES,2014-02-26,2013-12-19 00:00:00
Kepler-199 b,5113822,K00638.01,Kepler-199 b,19 42 14.260,+40 14 10.58,709,3.800,5.051,23.637,0.029,89.950,Pinsonneault,36.800,,Mandel and Agol (2002 ApJ 580 171),172.654,1058.0,0.161,0.030,2.100e-4,6.700,1.003,1.160,5980,4.310,13.595,14.066,13.550,13.394,13.333,12.449,12.101,12.083,YES,2014-02-26,2014-06-10 00:00:00
Kepler-199 c,5113822,K00638.02,Kepler-199 c,19 42 14.260,+40 14 10.58,500,3.900,6.903,67.094,0.276,89.950,Pinsonneault,73.800,,Mandel and Agol (2002 ApJ 580 171),146.566,1144.0,0.324,0.031,3.100e-4,6.700,1.003,1.160,5980,4.310,13.595,14.066,13.550,13.394,13.333,12.449,12.101,12.083,YES,2014-02-26,2014-06-10 00:00:00
Kepler-2 b,10666592,K00002.01,HAT-P-7 b,19 28 59.348,+47 58 10.28,2303,22.300,3.877,2.205,0.128,88.240,SPC,4.681,,Mandel and Agol (2002 ApJ 580 171),121.358,6713.0,0.039,0.075,2.000e-5,1.980,1.660,2.710,6264,3.790,10.463,10.935,10.490,,,9.555,9.344,9.334,YES,2013-03-05,2013-12-19 00:00:00
Kepler-20 b,6850504,K00070.02,Kepler-20 b,19 10 47.520,+42 20 19.38,1097,1.970,2.497,3.696,0.700,85.370,SME,8.420,,Mandel and Agol (2002 ApJ 580 171),134.501,387.0,0.045,0.019,1.800e-4,9.300,0.901,0.939,5443,4.450,12.498,12.997,12.423,12.284,12.209,11.252,10.910,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 c,6850504,K00070.01,Kepler-20 c,19 10 47.520,+42 20 19.38,763,3.170,3.823,10.854,0.656,87.660,SME,17.300,,Mandel and Agol (2002 ApJ 580 171),138.608,1028.0,0.093,0.031,2.600e-4,9.300,0.901,0.939,5443,4.450,12.498,12.997,12.423,12.284,12.209,11.252,10.910,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 d,6850504,K00070.03,Kepler-20 d,19 10 47.520,+42 20 19.38,397,2.840,7.355,77.612,0.651,89.380,SME,64.100,,Mandel and Agol (2002 ApJ 580 171),164.728,825.0,0.344,0.028,2.700e-4,9.300,0.901,0.939,5443,4.450,12.498,12.997,12.423,12.284,12.209,11.252,10.910,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 e,6850504,K00070.04,Kepler-20 e,19 10 47.520,+42 20 19.38,927,0.910,2.772,6.098,0.729,86.520,SME,11.800,,Mandel and Agol (2002 ApJ 580 171),135.934,80.0,0.063,0.009,2.500e-4,9.300,0.901,0.939,5443,4.450,12.498,12.997,12.423,12.284,12.209,11.252,10.910,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 f,6850504,K00070.05,Kepler-20 f,19 10 47.520,+42 20 19.38,629,1.030,3.455,19.577,0.819,88.240,SME,25.600,,Mandel and Agol (2002 ApJ 580 171),135.214,94.0,0.137,0.010,3.600e-4,9.300,0.901,0.939,5443,4.450,12.498,12.997,12.423,12.284,12.209,11.252,10.910,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-200 b,5941160,K00654.01,Kepler-200 b,18 57 38.379,+41 14 14.86,1045,2.540,3.192,8.595,0.710,87.090,Pinsonneault,15.000,,Mandel and Agol (2002 ApJ 580 171),171.630,340.0,0.083,0.018,0.001,6.300,1.042,1.280,6034,4.240,13.984,14.441,13.944,13.789,13.746,12.871,12.580,12.455,YES,2014-02-26,2013-12-19 00:00:00
Kepler-200 c,5941160,K00654.02,Kepler-200 c,18 57 38.379,+41 14 14.86,987,2.900,1.355,10.222,0.978,86.520,Pinsonneault,16.900,,Mandel and Agol (2002 ApJ 580 171),135.892,276.0,0.093,0.021,0.004,6.300,1.042,1.280,6034,4.240,13.984,14.441,13.944,13.789,13.746,12.871,12.580,12.455,YES,2014-02-26,2013-12-19 00:00:00
Kepler-201 b,5966154,K00655.01,Kepler-201 b,19 34 30.249,+41 16 22.15,710,2.770,5.894,25.672,0.840,87.660,SPC,19.300,,Mandel and Agol (2002 ApJ 580 171),192.097,390.0,0.180,0.020,2.400e-4,2.900,1.177,1.240,6133,4.320,13.004,13.312,12.958,12.872,12.868,12.037,11.784,11.737,YES,2014-02-26,2014-06-10 00:00:00
Kepler-201 c,5966154,K00655.02,Kepler-201 c,19 34 30.249,+41 16 22.15,393,2.550,12.063,151.886,0.780,89.380,SPC,63.100,,Mandel and Agol (2002 ApJ 580 171),176.410,348.0,0.588,0.019,3.400e-4,2.900,1.177,1.240,6133,4.320,13.004,13.312,12.958,12.872,12.868,12.037,11.784,11.737,YES,2014-02-26,2014-06-10 00:00:00
Kepler-202 b,6020753,K00657.01,Kepler-202 b,18 51 53.621,+41 19 19.24,813,1.610,2.090,4.069,0.630,87.090,Pinsonneault,12.000,,Mandel and Agol (2002 ApJ 580 171),171.018,548.0,0.044,0.022,0.002,13.400,0.683,0.659,4763,4.630,13.872,14.701,13.801,13.517,13.362,12.255,11.733,11.639,YES,2014-02-26,2013-12-19 00:00:00
Kepler-202 c,6020753,K00657.02,Kepler-202 c,18 51 53.621,+41 19 19.24,512,2.050,2.935,16.282,0.740,88.810,Pinsonneault,30.200,,Mandel and Agol (2002 ApJ 580 171),180.796,816.0,0.111,0.029,0.002,13.400,0.683,0.659,4763,4.630,13.872,14.701,13.801,13.517,13.362,12.255,11.733,11.639,YES,2014-02-26,2013-12-19 00:00:00
Kepler-203 b,6062088,K00658.01,Kepler-203 b,19 48 21.599,+41 23 16.91,1217,2.100,1.935,3.163,0.540,87.090,Pinsonneault,10.900,,Mandel and Agol (2002 ApJ 580 171),169.641,502.0,0.042,0.021,6.900e-4,0.500,1.010,0.910,5924,4.520,13.989,14.456,13.924,13.789,13.697,12.859,12.470,12.445,YES,2014-02-26,2013-12-19 00:00:00
Kepler-203 c,6062088,K00658.02,Kepler-203 c,19 48 21.599,+41 23 16.91,1018,2.100,2.091,5.371,0.650,87.660,Pinsonneault,15.500,,Mandel and Agol (2002 ApJ 580 171),172.237,478.0,0.060,0.021,7.000e-4,0.500,1.010,0.910,5924,4.520,13.989,14.456,13.924,13.789,13.697,12.859,12.470,12.445,YES,2014-02-26,2013-12-19 00:00:00
Kepler-203 d,6062088,K00658.03,Kepler-203 d,19 48 21.599,+41 23 16.91,793,1.180,3.445,11.330,0.020,89.950,Pinsonneault,25.000,,Mandel and Agol (2002 ApJ 580 171),133.975,172.0,0.099,0.012,5.500e-4,0.500,1.010,0.910,5924,4.520,13.989,14.456,13.924,13.789,13.697,12.859,12.470,12.445,YES,2014-02-26,2013-12-19 00:00:00
Kepler-204 b,6347299,K00661.01,Kepler-204 b,19 01 23.328,+41 45 42.92,810,2.200,3.895,14.401,0.620,88.240,Pinsonneault,22.800,,Mandel and Agol (2002 ApJ 580 171),174.986,397.0,0.118,0.019,0.001,3.300,1.050,1.070,6098,4.400,13.909,14.324,13.852,13.731,13.646,12.846,12.486,12.481,YES,2014-02-26,2013-12-19 00:00:00
Kepler-204 c,6347299,K00661.02,Kepler-204 c,19 01 23.328,+41 45 42.92,669,1.470,4.730,25.660,0.610,88.810,Pinsonneault,33.000,,Mandel and Agol (2002 ApJ 580 171),155.168,171.0,0.173,0.013,9.100e-4,3.300,1.050,1.070,6098,4.400,13.909,14.324,13.852,13.731,13.646,12.846,12.486,12.481,YES,2014-02-26,2013-12-19 00:00:00
Kepler-205 b,6425957,K00663.01,Kepler-205 b,19 01 08.906,+41 51 40.22,795,1.490,1.938,2.756,0.820,83.080,Pinsonneault,6.800,,Mandel and Agol (2002 ApJ 580 171),170.846,544.0,0.032,0.024,0.001,13.900,0.592,0.562,4303,4.710,13.506,14.649,13.469,13.016,12.748,11.608,10.962,10.833,YES,2014-02-26,2013-12-19 00:00:00
Kepler-205 c,6425957,K00663.02,Kepler-205 c,19 01 08.906,+41 51 40.22,407,1.850,2.973,20.307,0.904,88.240,Pinsonneault,26.000,,Mandel and Agol (2002 ApJ 580 171),172.656,700.0,0.122,0.030,0.001,13.900,0.592,0.562,4303,4.710,13.506,14.649,13.469,13.016,12.748,11.608,10.962,10.833,YES,2014-02-26,2013-12-19 00:00:00
Kepler-206 b,6442340,K00664.02,Kepler-206 b,19 26 32.322,+41 50 01.89,1071,1.290,4.109,7.782,0.580,87.090,Pinsonneault,12.000,,Mandel and Agol (2002 ApJ 580 171),133.582,96.0,0.077,0.009,3.900e-4,7.000,1.021,1.270,5986,4.240,13.484,13.944,13.433,13.287,13.214,12.330,12.048,12.001,YES,2014-02-26,2013-12-19 00:00:00
Kepler-206 c,6442340,K00664.01,Kepler-206 c,19 26 32.322,+41 50 01.89,896,1.980,4.797,13.137,0.610,87.660,Pinsonneault,17.000,,Mandel and Agol (2002 ApJ 580 171),170.228,225.0,0.110,0.014,3.900e-4,7.000,1.021,1.270,5986,4.240,13.484,13.944,13.433,13.287,13.214,12.330,12.048,12.001,YES,2014-02-26,2013-12-19 00:00:00
Kepler-206 d,6442340,K00664.03,Kepler-206 d,19 26 32.322,+41 50 01.89,740,1.300,6.234,23.442,0.510,88.810,Pinsonneault,25.000,,Mandel and Agol (2002 ApJ 580 171),152.030,99.0,0.161,0.009,4.800e-4,7.000,1.021,1.270,5986,4.240,13.484,13.944,13.433,13.287,13.214,12.330,12.048,12.001,YES,2014-02-26,2013-12-19 00:00:00
Kepler-207 b,6685609,K00665.02,Kepler-207 b,19 20 07.324,+42 09 57.78,1709,1.170,3.183,1.612,0.692,76.200,Pinsonneault,2.960,,Mandel and Agol (2002 ApJ 580 171),133.571,101.0,0.027,0.010,1.900e-4,4.100,1.040,1.100,6080,4.370,13.182,13.594,13.129,13.005,12.982,12.100,11.841,11.805,YES,2014-02-26,2013-12-19 00:00:00
Kepler-207 c,6685609,K00665.03,Kepler-207 c,19 20 07.324,+42 09 57.78,1371,1.110,4.081,3.072,0.641,81.930,Pinsonneault,4.550,,Mandel and Agol (2002 ApJ 580 171),133.302,92.0,0.042,0.009,2.300e-4,4.100,1.040,1.100,6080,4.370,13.182,13.594,13.129,13.005,12.982,12.100,11.841,11.805,YES,2014-02-26,2013-12-19 00:00:00
Kepler-207 d,6685609,K00665.01,Kepler-207 d,19 20 07.324,+42 09 57.78,1102,2.500,4.137,5.868,0.795,83.650,Pinsonneault,7.000,,Mandel and Agol (2002 ApJ 580 171),170.324,436.0,0.065,0.021,1.700e-4,4.100,1.040,1.100,6080,4.370,13.182,13.594,13.129,13.005,12.982,12.100,11.841,11.805,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 b,7040629,K00671.01,Kepler-208 b,19 35 33.648,+42 31 40.68,1126,1.430,3.524,4.229,0.802,81.930,J-K,5.750,,Mandel and Agol (2002 ApJ 580 171),170.737,162.0,0.051,0.013,3.400e-4,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.210,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 c,7040629,K00671.02,Kepler-208 c,19 35 33.648,+42 31 40.68,934,1.230,4.076,7.466,0.817,84.220,J-K,8.390,,Mandel and Agol (2002 ApJ 580 171),132.788,117.0,0.074,0.012,4.100e-4,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.210,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 d,7040629,K00671.04,Kepler-208 d,19 35 33.648,+42 31 40.68,820,1.170,4.557,11.132,0.825,85.940,J-K,11.000,,Mandel and Agol (2002 ApJ 580 171),134.436,104.0,0.096,0.011,4.800e-4,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.210,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 e,7040629,K00671.03,Kepler-208 e,19 35 33.648,+42 31 40.68,722,1.450,4.270,16.259,0.891,86.520,J-K,14.100,,Mandel and Agol (2002 ApJ 580 171),144.535,139.0,0.124,0.014,5.800e-4,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.210,YES,2014-02-26,2013-12-19 00:00:00
Kepler-209 b,7115785,K00672.01,Kepler-209 b,19 24 40.686,+42 38 26.91,697,3.320,3.826,16.088,0.969,85.370,SPC,11.350,,Mandel and Agol (2002 ApJ 580 171),172.813,619.0,0.122,0.031,7.100e-4,9.300,0.931,1.000,5524,4.410,13.998,14.536,13.944,13.768,13.685,12.797,12.432,12.362,YES,2014-02-26,2013-12-19 00:00:00
Kepler-209 c,7115785,K00672.02,Kepler-209 c,19 24 40.686,+42 38 26.91,507,4.030,6.703,41.750,0.934,87.660,SPC,21.430,,Mandel and Agol (2002 ApJ 580 171),153.839,1058.0,0.230,0.037,3.400e-4,9.300,0.931,1.000,5524,4.410,13.998,14.536,13.944,13.768,13.685,12.797,12.432,12.362,YES,2014-02-26,2013-12-19 00:00:00
Kepler-21 b,3632418,K00975.01,Kepler-21 b,19 09 26.836,+38 42 50.46,1863,1.720,3.411,2.786,0.181,88.240,SME,6.210,,Mandel and Agol (2002 ApJ 580 171),260.837,72.0,0.043,0.008,1.000e-4,3.350,1.360,2.040,6131,3.950,8.224,8.738,8.259,,,7.229,7.031,6.945,YES,2013-03-05,2013-12-19 00:00:00
Kepler-210 b,7447200,K00676.02,Kepler-210 b,19 30 00.813,+43 04 59.34,839,2.560,1.740,2.453,0.705,85.370,SPC,8.300,,Mandel and Agol (2002 ApJ 580 171),170.891,1761.0,0.030,0.041,0.001,9.600,0.612,0.569,4367,4.710,13.822,14.874,13.756,13.371,13.142,11.992,11.449,11.313,YES,2014-02-26,2013-12-19 00:00:00
Kepler-210 c,7447200,K00676.01,Kepler-210 c,19 30 00.813,+43 04 59.34,566,3.300,2.944,7.973,0.580,88.240,SPC,18.200,,Mandel and Agol (2002 ApJ 580 171),171.583,3220.0,0.066,0.053,0.002,9.600,0.612,0.569,4367,4.710,13.822,14.874,13.756,13.371,13.142,11.992,11.449,11.313,YES,2014-02-26,2013-12-19 00:00:00
Kepler-211 b,7509886,K00678.02,Kepler-211 b,19 01 45.396,+43 10 06.53,1364,3.520,2.418,4.139,0.928,80.210,Pinsonneault,5.560,,Mandel and Agol (2002 ApJ 580 171),132.016,253.0,0.049,0.018,4.200e-4,13.900,0.914,1.750,5174,3.910,13.283,13.953,13.217,12.997,12.888,11.927,11.488,11.447,YES,2014-02-26,2013-12-19 00:00:00
Kepler-211 c,7509886,K00678.01,Kepler-211 c,19 01 45.396,+43 10 06.53,1203,3.820,2.397,6.040,0.951,82.510,Pinsonneault,7.100,,Mandel and Agol (2002 ApJ 580 171),172.594,272.0,0.063,0.020,5.100e-4,13.900,0.914,1.750,5174,3.910,13.283,13.953,13.217,12.997,12.888,11.927,11.488,11.447,YES,2014-02-26,2013-12-19 00:00:00
Kepler-212 b,7515212,K00679.02,Kepler-212 b,19 10 28.997,+43 08 29.93,774,0.940,7.386,16.258,0.869,84.220,SPC,8.600,,Mandel and Agol (2002 ApJ 580 171),139.635,47.0,0.132,0.007,5.100e-4,2.500,1.166,1.160,5913,4.370,13.178,13.504,13.111,13.038,,11.931,11.699,11.620,YES,2014-02-26,2013-12-19 00:00:00
Kepler-212 c,7515212,K00679.01,Kepler-212 c,19 10 28.997,+43 08 29.93,618,2.610,9.187,31.805,0.885,85.940,SPC,13.500,,Mandel and Agol (2002 ApJ 580 171),190.247,366.0,0.207,0.021,2.800e-4,2.500,1.166,1.160,5913,4.370,13.178,13.504,13.111,13.038,,11.931,11.699,11.620,YES,2014-02-26,2013-12-19 00:00:00
Kepler-213 b,8557374,K00692.01,Kepler-213 b,19 23 17.805,+44 38 49.84,1276,1.140,1.820,2.462,0.140,89.380,Pinsonneault,10.400,,Mandel and Agol (2002 ApJ 580 171),171.841,177.0,0.035,0.012,5.000e-4,0.400,0.976,0.870,5806,4.550,13.648,14.093,13.577,13.457,13.408,12.477,12.170,12.122,YES,2014-02-26,2013-12-19 00:00:00
Kepler-213 c,8557374,K00692.02,Kepler-213 c,19 23 17.805,+44 38 49.84,1018,2.100,0.883,4.823,0.945,86.520,Pinsonneault,16.200,,Mandel and Agol (2002 ApJ 580 171),134.437,360.0,0.055,0.022,0.001,0.400,0.976,0.870,5806,4.550,13.648,14.093,13.577,13.457,13.408,12.477,12.170,12.122,YES,2014-02-26,2013-12-19 00:00:00
Kepler-214 b,8738735,K00693.02,Kepler-214 b,18 59 01.164,+44 57 21.72,812,2.160,7.101,15.660,0.502,88.240,Pinsonneault,14.900,,Mandel and Agol (2002 ApJ 580 171),146.353,383.0,0.128,0.018,2.300e-4,0.230,1.150,1.070,6352,4.440,13.949,14.293,13.907,13.802,13.775,12.941,12.678,12.607,YES,2014-02-26,2013-12-19 00:00:00
Kepler-214 c,8738735,K00693.01,Kepler-214 c,18 59 01.164,+44 57 21.72,661,2.040,7.682,28.780,0.650,88.240,Pinsonneault,22.400,,Mandel and Agol (2002 ApJ 580 171),193.307,323.0,0.193,0.017,3.100e-4,0.230,1.150,1.070,6352,4.440,13.949,14.293,13.907,13.802,13.775,12.941,12.678,12.607,YES,2014-02-26,2013-12-19 00:00:00
Kepler-215 b,8962094,K00700.02,Kepler-215 b,19 39 53.643,+45 12 49.29,920,1.710,3.171,9.361,0.288,89.380,Pinsonneault,21.948,,Mandel and Agol (2002 ApJ 580 171),171.976,253.0,0.086,0.015,1.200e-4,6.400,0.977,1.070,5922,4.370,13.580,14.045,13.541,13.380,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-215 c,8962094,K00700.03,Kepler-215 c,19 39 53.643,+45 12 49.29,792,1.570,3.749,14.667,0.214,89.380,Pinsonneault,29.609,,Mandel and Agol (2002 ApJ 580 171),145.418,215.0,0.116,0.013,0.001,6.400,0.977,1.070,5922,4.370,13.580,14.045,13.541,13.380,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-215 d,8962094,K00700.01,Kepler-215 d,19 39 53.643,+45 12 49.29,617,2.820,2.855,30.864,0.838,88.810,Pinsonneault,48.621,,Mandel and Agol (2002 ApJ 580 171),172.934,545.0,0.191,0.024,5.000e-5,6.400,0.977,1.070,5922,4.370,13.580,14.045,13.541,13.380,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-215 e,8962094,K00700.04,Kepler-215 e,19 39 53.643,+45 12 49.29,474,1.800,5.631,68.160,0.490,89.380,Pinsonneault,82.454,,Mandel and Agol (2002 ApJ 580 171),187.038,281.0,0.324,0.016,0.008,6.400,0.977,1.070,5922,4.370,13.580,14.045,13.541,13.380,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-216 b,9530945,K00708.02,Kepler-216 b,19 34 54.734,+46 07 44.94,1008,1.960,4.974,7.693,0.747,84.800,Pinsonneault,8.210,,Mandel and Agol (2002 ApJ 580 171),176.509,298.0,0.079,0.017,2.500e-4,0.280,1.129,1.050,6278,4.450,13.998,14.372,13.948,13.837,13.790,12.956,12.695,12.621,YES,2014-02-26,2013-12-19 00:00:00
Kepler-216 c,9530945,K00708.01,Kepler-216 c,19 34 54.734,+46 07 44.94,766,2.730,7.025,17.407,0.702,87.090,Pinsonneault,14.140,,Mandel and Agol (2002 ApJ 580 171),171.007,596.0,0.137,0.024,2.100e-4,0.280,1.129,1.050,6278,4.450,13.998,14.372,13.948,13.837,13.790,12.956,12.695,12.621,YES,2014-02-26,2013-12-19 00:00:00
Kepler-217 b,9590976,K00710.01,Kepler-217 b,19 32 09.060,+46 16 39.07,1320,2.300,4.014,5.375,0.869,80.790,J-K,5.460,,Mandel and Agol (2002 ApJ 580 171),170.951,190.0,0.067,0.016,2.700e-4,,1.383,1.356,6653,4.314,13.294,13.683,13.237,13.128,,12.319,12.176,12.103,YES,2014-02-26,2013-12-19 00:00:00
Kepler-217 c,9590976,K00710.02,Kepler-217 c,19 32 09.060,+46 16 39.07,1133,1.830,3.697,8.586,0.922,83.080,J-K,7.460,,Mandel and Agol (2002 ApJ 580 171),137.958,102.0,0.091,0.012,5.100e-4,,1.383,1.356,6653,4.314,13.294,13.683,13.237,13.128,,12.319,12.176,12.103,YES,2014-02-26,2013-12-19 00:00:00
Kepler-218 b,9597345,K00711.02,Kepler-218 b,19 41 39.075,+46 15 59.30,1164,1.500,3.176,3.619,0.370,87.660,SME,8.200,,Mandel and Agol (2002 ApJ 580 171),135.438,202.0,0.046,0.013,3.400e-4,6.300,1.019,1.059,5502,4.396,13.967,14.507,13.891,13.735,13.652,12.732,12.386,12.311,YES,2014-02-26,2014-06-10 00:00:00
Kepler-218 c,9597345,K00711.01,Kepler-218 c,19 41 39.075,+46 15 59.30,501,3.190,6.385,44.699,0.617,89.380,SME,44.000,,Mandel and Agol (2002 ApJ 580 171),174.825,836.0,0.248,0.028,5.900e-4,6.300,1.019,1.059,5502,4.396,13.967,14.507,13.891,13.735,13.652,12.732,12.386,12.311,YES,2014-02-26,2014-06-10 00:00:00
Kepler-219 b,9884104,K00718.01,Kepler-219 b,19 14 57.356,+46 45 45.22,1225,2.580,3.322,4.586,0.350,88.240,SPC,10.100,,Mandel and Agol (2002 ApJ 580 171),169.858,383.0,0.057,0.018,3.900e-4,4.000,1.171,1.310,5788,4.270,13.764,14.174,13.692,13.588,13.537,12.678,12.400,12.389,YES,2014-02-26,2013-12-19 00:00:00
Kepler-219 c,9884104,K00718.02,Kepler-219 c,19 14 57.356,+46 45 45.22,718,3.070,5.771,22.715,0.300,89.380,SPC,29.400,,Mandel and Agol (2002 ApJ 580 171),147.295,549.0,0.166,0.021,4.700e-4,4.000,1.171,1.310,5788,4.270,13.764,14.174,13.692,13.588,13.537,12.678,12.400,12.389,YES,2014-02-26,2013-12-19 00:00:00
Kepler-219 d,9884104,K00718.03,Kepler-219 d,19 14 57.356,+46 45 45.22,561,2.670,5.712,47.904,0.684,89.380,SPC,48.000,,Mandel and Agol (2002 ApJ 580 171),141.979,366.0,0.272,0.019,5.700e-4,4.000,1.171,1.310,5788,4.270,13.764,14.174,13.692,13.588,13.537,12.678,12.400,12.389,YES,2014-02-26,2013-12-19 00:00:00
