Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
Kepler-220 d,9950612,K00719.02,Kepler-220 d,19 26 01.480,+46 53 44.67,416,0.88,2.762,28.123,0.01,89.95,SPC,79,,Mandel and Agol (2002 ApJ 580 171),146.913,190,0.162,0.012,0.001,6,0.717,0.655,4689,4.66,13.177,13.823,13.125,12.899,,11.206,10.672,10.55,YES,2014-02-26,2013-12-19 00:00:00
Kepler-220 e,9950612,K00719.03,Kepler-220 e,19 26 01.480,+46 53 44.67,353,1.18,2.819,45.904,0.51,89.95,SPC,109,,Mandel and Agol (2002 ApJ 580 171),166.538,314,0.225,0.017,0.002,6,0.717,0.655,4689,4.66,13.177,13.823,13.125,12.899,,11.206,10.672,10.55,YES,2014-02-26,2013-12-19 00:00:00
Kepler-221 b,9963524,K00720.04,Kepler-221 b,19 46 37.141,+46 50 06.97,1111,1.56,2.117,2.796,0.09,89.38,Pinsonneault,10.2,,Mandel and Agol (2002 ApJ 580 171),132.729,396,0.036,0.018,0.00041,8.7,0.816,0.81,5324,4.54,13.749,14.358,13.699,13.489,13.382,12.413,11.995,11.9,YES,2014-02-26,2013-12-19 00:00:00
Kepler-221 c,9963524,K00720.01,Kepler-221 c,19 46 37.141,+46 50 06.97,875,2.96,2.516,5.691,0.4,88.81,Pinsonneault,16.5,,Mandel and Agol (2002 ApJ 580 171),174.048,1360,0.058,0.034,0.00075,8.7,0.816,0.81,5324,4.54,13.749,14.358,13.699,13.489,13.382,12.413,11.995,11.9,YES,2014-02-26,2013-12-19 00:00:00
Kepler-221 d,9963524,K00720.02,Kepler-221 d,19 46 37.141,+46 50 06.97,723,2.81,2.573,10.042,0.645,88.24,Pinsonneault,24,,Mandel and Agol (2002 ApJ 580 171),137.085,1111,0.085,0.032,0.00074,8.7,0.816,0.81,5324,4.54,13.749,14.358,13.699,13.489,13.382,12.413,11.995,11.9,YES,2014-02-26,2013-12-19 00:00:00
Kepler-221 e,9963524,K00720.03,Kepler-221 e,19 46 37.141,+46 50 06.97,591,3.05,2.36,18.37,0.84,88.81,Pinsonneault,36,,Mandel and Agol (2002 ApJ 580 171),131.858,1088,0.127,0.035,0.00084,8.7,0.816,0.81,5324,4.54,13.749,14.358,13.699,13.489,13.382,12.413,11.995,11.9,YES,2014-02-26,2013-12-19 00:00:00
Kepler-222 b,10002866,K00723.01,Kepler-222 b,19 11 37.463,+46 56 15.98,955,3,1.843,3.937,0.793,85.94,Pinsonneault,10.9,,Mandel and Agol (2002 ApJ 580 171),169.65,1260,0.046,0.036,0.001,0.7,0.857,0.76,5342,4.62,15.063,15.689,14.988,14.795,14.729,13.717,13.341,13.235,YES,2014-02-26,2013-12-19 00:00:00
Kepler-222 c,10002866,K00723.03,Kepler-222 c,19 11 37.463,+46 56 15.98,694,4.4,1.815,10.089,0.936,87.66,Pinsonneault,20.5,,Mandel and Agol (2002 ApJ 580 171),173.083,2010,0.087,0.053,0.003,0.7,0.857,0.76,5342,4.62,15.063,15.689,14.988,14.795,14.729,13.717,13.341,13.235,YES,2014-02-26,2013-12-19 00:00:00
Kepler-222 d,10002866,K00723.02,Kepler-222 d,19 11 37.463,+46 56 15.98,494,3.3,4.574,28.082,0.58,89.38,Pinsonneault,40,,Mandel and Agol (2002 ApJ 580 171),194.913,1811,0.172,0.04,0.001,0.7,0.857,0.76,5342,4.62,15.063,15.689,14.988,14.795,14.729,13.717,13.341,13.235,YES,2014-02-26,2013-12-19 00:00:00
Kepler-223 b,10227020,K00730.04,Kepler-223 b,19 53 16.406,+47 16 46.17,964,1.64,5.558,7.384,0.04,89.95,Pinsonneault,10.3,,Mandel and Agol (2002 ApJ 580 171),137.495,280,0.073,0.015,0.00077,7.2,0.95,1.03,5832,4.39,15.344,15.903,15.301,15.105,14.963,14.095,13.727,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-223 c,10227020,K00730.02,Kepler-223 c,19 53 16.406,+47 16 46.17,878,1.98,5.843,9.849,0.31,88.81,Pinsonneault,12.5,,Mandel and Agol (2002 ApJ 580 171),138.376,392,0.088,0.018,0.00073,7.2,0.95,1.03,5832,4.39,15.344,15.903,15.301,15.105,14.963,14.095,13.727,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-223 d,10227020,K00730.01,Kepler-223 d,19 53 16.406,+47 16 46.17,765,3,6.085,14.788,0.527,88.24,Pinsonneault,16.4,,Mandel and Agol (2002 ApJ 580 171),176.768,827,0.116,0.027,0.00069,7.2,0.95,1.03,5832,4.39,15.344,15.903,15.301,15.105,14.963,14.095,13.727,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-223 e,10227020,K00730.03,Kepler-223 e,19 53 16.406,+47 16 46.17,696,2.5,5.662,19.721,0.701,88.24,Pinsonneault,19.8,,Mandel and Agol (2002 ApJ 580 171),135.107,557,0.14,0.023,0.00094,7.2,0.95,1.03,5832,4.39,15.344,15.903,15.301,15.105,14.963,14.095,13.727,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-224 b,10271806,K00733.03,Kepler-224 b,19 23 44.231,+47 21 27.36,990,1.52,2.051,3.133,0.11,89.38,Pinsonneault,11.8,,Mandel and Agol (2002 ApJ 580 171),135.677,460,0.039,0.019,0.001,0.6,0.825,0.72,5210,4.64,15.644,16.316,15.595,15.355,15.233,14.212,13.722,13.703,YES,2014-02-26,2013-12-19 00:00:00
Kepler-224 c,10271806,K00733.01,Kepler-224 c,19 23 44.231,+47 21 27.36,798,2.84,2.564,5.925,0.15,89.38,Pinsonneault,18.1,,Mandel and Agol (2002 ApJ 580 171),169.714,1626,0.06,0.036,0.003,0.6,0.825,0.72,5210,4.64,15.644,16.316,15.595,15.355,15.233,14.212,13.722,13.703,YES,2014-02-26,2013-12-19 00:00:00
Kepler-224 d,10271806,K00733.02,Kepler-224 d,19 23 44.231,+47 21 27.36,641,2.47,3.048,11.349,0.32,89.38,Pinsonneault,28,,Mandel and Agol (2002 ApJ 580 171),134.318,1199,0.093,0.031,0.002,0.6,0.825,0.72,5210,4.64,15.644,16.316,15.595,15.355,15.233,14.212,13.722,13.703,YES,2014-02-26,2013-12-19 00:00:00
Kepler-224 e,10271806,K00733.04,Kepler-224 e,19 23 44.231,+47 21 27.36,544,2.55,1.865,18.644,0.9,88.81,Pinsonneault,39,,Mandel and Agol (2002 ApJ 580 171),141.62,839,0.129,0.032,0.003,0.6,0.825,0.72,5210,4.64,15.644,16.316,15.595,15.355,15.233,14.212,13.722,13.703,YES,2014-02-26,2013-12-19 00:00:00
Kepler-225 b,10340423,K00736.02,Kepler-225 b,19 28 46.553,+47 27 25.52,586,1.38,3.03,6.739,0.029,89.95,Pinsonneault,17.4,,Mandel and Agol (2002 ApJ 580 171),135.279,659,0.059,0.022,0.00075,13.8,0.593,0.563,4304,4.71,15.962,17.153,15.934,15.452,15.173,14.032,13.341,13.253,YES,2014-02-26,2014-06-10 00:00:00
Kepler-225 c,10340423,K00736.01,Kepler-225 c,19 28 46.553,+47 27 25.52,418,2.29,3.306,18.794,0.669,88.81,Pinsonneault,34.4,,Mandel and Agol (2002 ApJ 580 171),177.797,1484,0.116,0.037,0.001,13.8,0.593,0.563,4304,4.71,15.962,17.153,15.934,15.452,15.173,14.032,13.341,13.253,YES,2014-02-26,2014-06-10 00:00:00
Kepler-226 b,10601284,K00749.02,Kepler-226 b,19 29 30.271,+47 52 51.56,1015,1.66,2.485,3.941,0.65,85.94,Pinsonneault,9.5,,Mandel and Agol (2002 ApJ 580 171),136.088,385,0.047,0.019,0.001,0.5,0.912,0.81,5559,4.58,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-226 c,10601284,K00749.01,Kepler-226 c,19 29 30.271,+47 52 51.56,914,2.37,3.101,5.35,0.52,87.66,Pinsonneault,11.7,,Mandel and Agol (2002 ApJ 580 171),171.805,835,0.058,0.027,0.002,0.5,0.912,0.81,5559,4.58,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-226 d,10601284,K00749.03,Kepler-226 d,19 29 30.271,+47 52 51.56,793,1.42,3.244,8.109,0.62,87.66,Pinsonneault,15.4,,Mandel and Agol (2002 ApJ 580 171),132.795,286,0.077,0.016,0.001,0.5,0.912,0.81,5559,4.58,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,YES,2014-02-26,2013-12-19 00:00:00
Kepler-227 b,10797460,K00752.01,Kepler-227 b,19 27 44.216,+48 08 29.94,867,2.5,3.172,9.488,0.33,89.38,Pinsonneault,22,,Mandel and Agol (2002 ApJ 580 171),170.536,647,0.085,0.023,0.002,7.7,0.92,0.99,5763,4.41,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,YES,2014-02-26,2014-06-10 00:00:00
Kepler-227 c,10797460,K00752.02,Kepler-227 c,19 27 44.216,+48 08 29.94,483,3.1,4.609,54.418,0.66,89.38,Pinsonneault,71,,Mandel and Agol (2002 ApJ 580 171),162.518,875,0.274,0.029,0.002,7.7,0.92,0.99,5763,4.41,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,YES,2014-02-26,2014-06-10 00:00:00
Kepler-228 b,10872983,K00756.03,Kepler-228 b,19 45 08.672,+48 13 28.81,1336,1.56,2.503,2.567,0.876,77.92,Pinsonneault,4.12,,Mandel and Agol (2002 ApJ 580 171),179.561,204,0.037,0.015,0.001,0.3,1.04,0.94,6014,4.51,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,YES,2014-02-26,2013-12-19 00:00:00
Kepler-228 c,10872983,K00756.02,Kepler-228 c,19 45 08.672,+48 13 28.81,1138,2.8,3.307,4.134,0.845,81.36,Pinsonneault,5.66,,Mandel and Agol (2002 ApJ 580 171),172.98,703,0.051,0.028,0.00063,0.3,1.04,0.94,6014,4.51,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,YES,2014-02-26,2013-12-19 00:00:00
Kepler-228 d,10872983,K00756.01,Kepler-228 d,19 45 08.672,+48 13 28.81,817,4.1,4.989,11.094,0.819,85.94,Pinsonneault,10.9,,Mandel and Agol (2002 ApJ 580 171),171.201,1542,0.099,0.04,0.00057,0.3,1.04,0.94,6014,4.51,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,YES,2014-02-26,2013-12-19 00:00:00
Kepler-229 b,10910878,K00757.03,Kepler-229 b,19 07 59.875,+48 22 32.84,755,2.1,2.564,6.253,0.01,89.95,Pinsonneault,19.2,,Mandel and Agol (2002 ApJ 580 171),171.299,984,0.062,0.028,0.002,1.1,0.794,0.7,5099,4.65,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,YES,2014-02-26,2013-12-19 00:00:00
Kepler-229 c,10910878,K00757.01,Kepler-229 c,19 07 59.875,+48 22 32.84,555,4.8,3.529,16.069,0.25,89.38,Pinsonneault,35.9,,Mandel and Agol (2002 ApJ 580 171),173.622,4922,0.115,0.063,0.005,1.1,0.794,0.7,5099,4.65,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,YES,2014-02-26,2013-12-19 00:00:00
Kepler-229 d,10910878,K00757.02,Kepler-229 d,19 07 59.875,+48 22 32.84,405,3.3,4.583,41.193,0.36,89.95,Pinsonneault,67.3,,Mandel and Agol (2002 ApJ 580 171),165.035,2226,0.216,0.043,0.004,1.1,0.794,0.7,5099,4.65,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,YES,2014-02-26,2013-12-19 00:00:00
Kepler-23 b,11512246,K00168.03,Kepler-23 b,19 36 52.544,+49 28 45.20,1336,1.95,5.358,7.107,0.072,89.38,Pinsonneault,10.22,,Mandel and Agol (2002 ApJ 580 171),138.325,118,0.077,0.01,0.0003,4.9,1.19,1.87,6142,3.97,13.438,13.89,13.43,13.244,13.216,12.353,12.047,11.998,YES,2013-03-05,2013-12-19 00:00:00
Kepler-23 c,11512246,K00168.01,Kepler-23 c,19 36 52.544,+49 28 45.20,1166,3.69,6.212,10.742,0,89.95,Pinsonneault,13.5,,Mandel and Agol (2002 ApJ 580 171),133.287,411,0.101,0.018,0.00021,4.9,1.19,1.87,6142,3.97,13.438,13.89,13.43,13.244,13.216,12.353,12.047,11.998,YES,2013-03-05,2013-12-19 00:00:00
Kepler-23 d,11512246,K00168.02,Kepler-23 d,19 36 52.544,+49 28 45.20,1036,2.81,6.754,15.274,0.241,89.38,Pinsonneault,17,,Mandel and Agol (2002 ApJ 580 171),147.579,236,0.128,0.014,0.00029,4.9,1.19,1.87,6142,3.97,13.438,13.89,13.43,13.244,13.216,12.353,12.047,11.998,YES,2014-02-26,2013-12-19 00:00:00
Kepler-230 b,11018648,K00759.01,Kepler-230 b,19 02 52.449,+48 30 21.09,513,4.2,5.36,32.625,0.877,88.24,Pinsonneault,26.5,,Mandel and Agol (2002 ApJ 580 171),194.138,1827,0.194,0.046,0.00089,1.8,0.918,0.83,5608,4.56,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,YES,2014-02-26,2014-06-10 00:00:00
Kepler-230 c,11018648,K00759.02,Kepler-230 c,19 02 52.449,+48 30 21.09,363,2.6,6.872,91.774,0.888,88.81,Pinsonneault,52.9,,Mandel and Agol (2002 ApJ 580 171),193.833,676,0.387,0.028,0.001,1.8,0.918,0.83,5608,4.56,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,YES,2014-02-26,2014-06-10 00:00:00
Kepler-231 b,12066335,K00784.02,Kepler-231 b,19 35 53.606,+50 31 54.88,503,1.97,1.473,10.065,0.87,88.24,Pinsonneault,29.4,,Mandel and Agol (2002 ApJ 580 171),136.289,922,0.076,0.033,0.011,13.8,0.58,0.551,4237,4.72,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589,YES,2014-02-26,2013-12-19 00:00:00
Kepler-231 c,12066335,K00784.01,Kepler-231 c,19 35 53.606,+50 31 54.88,406,1.93,2.924,19.271,0.5,89.38,Pinsonneault,45.4,,Mandel and Agol (2002 ApJ 580 171),186.775,1199,0.117,0.032,0.012,13.8,0.58,0.551,4237,4.72,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589,YES,2014-02-26,2013-12-19 00:00:00
Kepler-232 b,12366084,K00787.01,Kepler-232 b,19 43 15.879,+51 07 18.26,1047,2.8,3.228,4.431,0.1,89.38,Pinsonneault,10.8,,Mandel and Agol (2002 ApJ 580 171),171.017,1043,0.052,0.029,0.001,1.4,0.964,0.88,5774,4.54,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,YES,2014-02-26,2013-12-19 00:00:00
Kepler-232 c,12366084,K00787.02,Kepler-232 c,19 43 15.879,+51 07 18.26,762,3.4,2.37,11.379,0.877,87.66,Pinsonneault,20.2,,Mandel and Agol (2002 ApJ 580 171),133.851,1072,0.098,0.035,0.002,1.4,0.964,0.88,5774,4.54,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,YES,2014-02-26,2013-12-19 00:00:00
Kepler-233 b,12470844,K00790.01,Kepler-233 b,19 45 27.964,+51 19 10.27,734,2.46,2.698,8.472,0.51,88.81,Pinsonneault,21,,Mandel and Agol (2002 ApJ 580 171),174.161,1041,0.077,0.03,0.009,0.6,0.855,0.751,5331,4.62,15.339,15.945,15.271,15.079,14.978,14.006,13.555,13.453,YES,2014-02-26,2014-06-10 00:00:00
Kepler-233 c,12470844,K00790.02,Kepler-233 c,19 45 27.964,+51 19 10.27,381,2.4,4.969,60.419,0.57,89.38,Pinsonneault,80,,Mandel and Agol (2002 ApJ 580 171),181.162,962,0.286,0.029,0.009,0.6,0.855,0.751,5331,4.62,15.339,15.945,15.271,15.079,14.978,14.006,13.555,13.453,YES,2014-02-26,2014-06-10 00:00:00
Kepler-234 b,3342970,K00800.01,Kepler-234 b,19 26 36.848,+38 29 40.77,1372,3.2,3.127,2.711,0.767,80.21,Pinsonneault,4.63,,Mandel and Agol (2002 ApJ 580 171),170.036,888,0.039,0.03,0.00053,0.3,1.09,1,6157,4.48,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065,YES,2014-02-26,2013-12-19 00:00:00
Kepler-234 c,3342970,K00800.02,Kepler-234 c,19 26 36.848,+38 29 40.77,990,3.4,4.205,7.212,0.779,84.8,Pinsonneault,8.9,,Mandel and Agol (2002 ApJ 580 171),172.817,945,0.075,0.031,0.00063,0.3,1.09,1,6157,4.48,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065,YES,2014-02-26,2013-12-19 00:00:00
Kepler-235 b,4139816,K00812.01,Kepler-235 b,19 04 18.992,+39 16 41.95,723,2.17,1.901,3.34,0.13,89.38,Pinsonneault,13.8,,Mandel and Agol (2002 ApJ 580 171),171.978,1668,0.037,0.036,0.007,13.9,0.581,0.552,4243,4.72,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,YES,2014-02-26,2013-12-19 00:00:00
Kepler-235 c,4139816,K00812.04,Kepler-235 c,19 04 18.992,+39 16 41.95,550,1.28,2.331,7.825,0.38,89.38,Pinsonneault,24.4,,Mandel and Agol (2002 ApJ 580 171),136.554,554,0.064,0.021,0.004,13.9,0.581,0.552,4243,4.72,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,YES,2014-02-26,2013-12-19 00:00:00
Kepler-235 d,4139816,K00812.02,Kepler-235 d,19 04 18.992,+39 16 41.95,400,2.1,3.266,20.061,0.35,89.38,Pinsonneault,45.6,,Mandel and Agol (2002 ApJ 580 171),147.46,1504,0.121,0.035,0.007,13.9,0.581,0.552,4243,4.72,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,YES,2014-02-26,2013-12-19 00:00:00
Kepler-235 e,4139816,K00812.03,Kepler-235 e,19 04 18.992,+39 16 41.95,303,2,4.499,46.183,0.2,89.95,Pinsonneault,80,,Mandel and Agol (2002 ApJ 580 171),165.245,1410,0.21,0.033,0.006,13.9,0.581,0.552,4243,4.72,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,YES,2014-02-26,2013-12-19 00:00:00
Kepler-236 b,4725681,K00817.02,Kepler-236 b,18 55 27.935,+39 53 53.08,504,1.96,1.404,8.296,0.91,87.66,Pinsonneault,22.1,,Mandel and Agol (2002 ApJ 580 171),135.792,903,0.066,0.034,0.008,13.7,0.549,0.524,4055,4.74,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312,YES,2014-02-26,2013-12-19 00:00:00
Kepler-236 c,4725681,K00817.01,Kepler-236 c,18 55 27.935,+39 53 53.08,355,1.74,4.023,23.968,0.31,89.38,Pinsonneault,45,,Mandel and Agol (2002 ApJ 580 171),186.218,1155,0.133,0.03,0.008,13.7,0.549,0.524,4055,4.74,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312,YES,2014-02-26,2013-12-19 00:00:00
Kepler-237 b,5252423,K00825.02,Kepler-237 b,18 52 53.137,+40 25 18.58,794,1.58,2.491,4.715,0.86,83.65,Pinsonneault,8,,Mandel and Agol (2002 ApJ 580 171),134.97,385,0.049,0.021,0.002,13.8,0.696,0.679,4833,4.62,15.289,16.117,15.221,14.933,14.748,13.749,13.223,13.172,YES,2014-02-26,2013-12-19 00:00:00
Kepler-237 c,5252423,K00825.01,Kepler-237 c,18 52 53.137,+40 25 18.58,664,2.29,3.382,8.104,0.82,85.94,Pinsonneault,11.4,,Mandel and Agol (2002 ApJ 580 171),176.95,866,0.07,0.031,0.003,13.8,0.696,0.679,4833,4.62,15.289,16.117,15.221,14.933,14.748,13.749,13.223,13.172,YES,2014-02-26,2013-12-19 00:00:00
Kepler-238 b,5436502,K00834.04,Kepler-238 b,19 11 35.310,+40 38 16.16,1327,1.1,3.348,2.091,0.851,72.19,Pinsonneault,2.765,,Mandel and Agol (2002 ApJ 580 171),134.158,121,0.032,0.012,0.00051,0.5,0.97,0.9,5779,4.55,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-238 c,5436502,K00834.03,Kepler-238 c,19 11 35.310,+40 38 16.16,931,1.7,4.952,6.156,0.829,81.36,Pinsonneault,5.68,,Mandel and Agol (2002 ApJ 580 171),134.825,298,0.065,0.018,0.00043,0.5,0.97,0.9,5779,4.55,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-238 d,5436502,K00834.02,Kepler-238 d,19 11 35.310,+40 38 16.16,722,2.3,6.398,13.236,0.833,84.8,Pinsonneault,9.46,,Mandel and Agol (2002 ApJ 580 171),140.22,546,0.108,0.024,0.00042,0.5,0.97,0.9,5779,4.55,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-238 e,5436502,K00834.01,Kepler-238 e,19 11 35.310,+40 38 16.16,593,5.6,8.946,23.654,0.805,86.52,Pinsonneault,13.94,,Mandel and Agol (2002 ApJ 580 171),171.376,3400,0.16,0.06,0.0002,0.5,0.97,0.9,5779,4.55,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,YES,2013-12-18,2014-06-10 00:00:00
Kepler-238 f,5436502,K00834.05,Kepler-238 f,19 11 35.310,+40 38 16.16,461,2,7.883,50.445,0.906,87.66,Pinsonneault,23.09,,Mandel and Agol (2002 ApJ 580 171),178.52,376,0.265,0.021,0.00092,0.5,0.97,0.9,5779,4.55,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512,YES,2013-12-18,2014-06-10 00:00:00
Kepler-239 b,5456651,K00835.01,Kepler-239 b,19 36 48.516,+40 39 48.28,586,2.25,3.023,11.763,0.72,88.24,Pinsonneault,21.9,,Mandel and Agol (2002 ApJ 580 171),180.936,990,0.092,0.031,0.005,0.8,0.757,0.664,4941,4.67,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133,YES,2014-02-26,2014-06-10 00:00:00
Kepler-239 c,5456651,K00835.02,Kepler-239 c,19 36 48.516,+40 39 48.28,347,2.28,3.747,56.228,0.88,89.38,Pinsonneault,62,,Mandel and Agol (2002 ApJ 580 171),132.29,818,0.262,0.031,0.005,0.8,0.757,0.664,4941,4.67,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133,YES,2014-02-26,2014-06-10 00:00:00
Kepler-24 b,3231341,K01102.02,Kepler-24 b,19 21 39.185,+38 20 37.50,997,2.8,4.084,8.145,0.896,83.08,Pinsonneault,7.56,,Mandel and Agol (2002 ApJ 580 171),140.574,442,0.08,0.023,0.0005,5.2,1.02,1.12,6043,4.35,14.925,15.425,14.893,14.711,14.619,13.763,13.445,13.372,YES,2013-03-05,2013-12-19 00:00:00
Kepler-24 c,3231341,K01102.01,Kepler-24 c,19 21 39.185,+38 20 37.50,870,2.9,5.069,12.334,0.873,84.8,Pinsonneault,9.97,,Mandel and Agol (2002 ApJ 580 171),137.58,492,0.105,0.023,0.00049,5.2,1.02,1.12,6043,4.35,14.925,15.425,14.893,14.711,14.619,13.763,13.445,13.372,YES,2013-03-05,2013-12-19 00:00:00
Kepler-24 d,3231341,K01102.04,Kepler-24 d,19 21 39.185,+38 20 37.50,1237,1.7,3.163,4.244,0.899,79.64,Pinsonneault,4.9,,Mandel and Agol (2002 ApJ 580 171),137.068,163,0.052,0.014,0.00068,5.2,1.02,1.12,6043,4.35,14.925,15.425,14.893,14.711,14.619,13.763,13.445,13.372,YES,2014-02-26,2013-12-19 00:00:00
Kepler-24 e,3231341,K01102.03,Kepler-24 e,19 21 39.185,+38 20 37.50,754,3,3.895,18.998,0.961,85.94,Pinsonneault,13.3,,Mandel and Agol (2002 ApJ 580 171),144.746,445,0.14,0.025,0.001,5.2,1.02,1.12,6043,4.35,14.925,15.425,14.893,14.711,14.619,13.763,13.445,13.372,YES,2014-02-26,2013-12-19 00:00:00
Kepler-240 b,5531576,K00837.02,Kepler-240 b,19 24 38.108,+40 45 00.98,823,1.28,2.209,4.145,0.41,88.24,Pinsonneault,13.4,,Mandel and Agol (2002 ApJ 580 171),135.926,379,0.046,0.018,0.002,0.9,0.753,0.661,4921,4.67,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464,YES,2014-02-26,2013-12-19 00:00:00
Kepler-240 c,5531576,K00837.01,Kepler-240 c,19 24 38.108,+40 45 00.98,662,1.99,2.645,7.954,0.5,88.81,Pinsonneault,20.6,,Mandel and Agol (2002 ApJ 580 171),174.661,895,0.071,0.028,0.003,0.9,0.753,0.661,4921,4.67,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464,YES,2014-02-26,2013-12-19 00:00:00
Kepler-241 b,5794379,K00842.01,Kepler-241 b,19 31 39.148,+41 03 39.32,548,2.17,3.145,12.718,0.32,89.38,Pinsonneault,30,,Mandel and Agol (2002 ApJ 580 171),175.354,1185,0.093,0.031,0.005,13.9,0.671,0.648,4709,4.64,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,YES,2014-02-26,2013-12-19 00:00:00
Kepler-241 c,5794379,K00842.02,Kepler-241 c,19 31 39.148,+41 03 39.32,387,2.61,4.302,36.066,0.42,89.38,Pinsonneault,61,,Mandel and Agol (2002 ApJ 580 171),198.582,1666,0.187,0.037,0.007,13.9,0.671,0.648,4709,4.64,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881,YES,2014-02-26,2013-12-19 00:00:00
Kepler-242 b,6428700,K00853.01,Kepler-242 b,19 06 15.769,+41 48 30.24,692,2.2,2.774,8.204,0.126,89.95,Pinsonneault,23.1,,Mandel and Agol (2002 ApJ 580 171),169.693,1012,0.071,0.028,0.00059,14,0.72,0.71,4951,4.59,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,YES,2014-02-26,2013-12-19 00:00:00
Kepler-242 c,6428700,K00853.02,Kepler-242 c,19 06 15.769,+41 48 30.24,572,1.6,3.354,14.497,0.025,89.95,Pinsonneault,33.7,,Mandel and Agol (2002 ApJ 580 171),143.411,571,0.104,0.021,0.00065,14,0.72,0.71,4951,4.59,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238,YES,2014-02-26,2013-12-19 00:00:00
Kepler-243 b,6587280,K00857.01,Kepler-243 b,19 00 26.514,+42 02 02.25,791,2.06,2.542,5.715,0.02,89.95,Pinsonneault,17.6,,Mandel and Agol (2002 ApJ 580 171),174.879,892,0.058,0.026,0.00038,3.5,0.789,0.71,5115,4.63,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064,YES,2014-02-26,2013-12-19 00:00:00
Kepler-243 c,6587280,K00857.02,Kepler-243 c,19 00 26.514,+42 02 02.25,522,2.5,1.404,20.026,0.962,88.81,Pinsonneault,40.7,,Mandel and Agol (2002 ApJ 580 171),146.911,626,0.133,0.031,0.003,3.5,0.789,0.71,5115,4.63,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064,YES,2014-02-26,2013-12-19 00:00:00
Kepler-244 b,6849310,K00864.01,Kepler-244 b,19 08 58.242,+42 18 04.93,983,2.7,2.701,4.312,0.15,89.38,Pinsonneault,12.4,,Mandel and Agol (2002 ApJ 580 171),173.574,1142,0.05,0.03,0.001,0.5,0.91,0.81,5553,4.58,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73,YES,2014-02-26,2013-12-19 00:00:00
